UID,Name,Name_zh,Alliance,Alliance_UID,Alliance_zh,Irrigation_Region
V234,Yuntang,云塘,Hushi xiashisixiang (Hushi lower fourteen village ritual alliance),A052,笏石下十四乡,Southern
V235,Xucuo,徐厝,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V236,Songting,松亭,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V237,Houshê,后社,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V238,Linkeng,林坑,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V239,Dengaotou,登鳌头,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V240,Yuanqian,院前,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V241,Qianzheng,前郑,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V242,Xijin,西津,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V243,Yangshan,杨山,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V244,Chicen,赤岑,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V245,Xicai,西蔡,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V246,Lingxi,岭下,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V247,Qianlin,前林,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V248,Shanglin,上林,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V249,Dapu,大埔,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V250,Xiawei,下尾,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V251,Dinggu,定固,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V252,Houzhu,后洙,Hushi shangshibaxiang (Hushi upper fourteen village ritual alliance),A053,笏石上十四乡,Southern
V253,Xishan,西山,Xishan sancun (Xishan three village ritual alliance),A054,西山三村,Southern
V254,Bitou,泌头,Xishan sancun (Xishan three village ritual alliance),A054,西山三村,Southern
V255,Shandou,山兜,Xishan sancun (Xishan three village ritual alliance),A054,西山三村,Southern
V256,Dongpuyu,东埔余,Niushan qijing (Niushan sevenfold ritual alliance),A055,牛山七境,Southern
V257,Yicuo,蚁厝,Niushan qijing (Niushan sevenfold ritual alliance),A055,牛山七境,Southern
V258,Houdong,后董,Niushan qijing (Niushan sevenfold ritual alliance),A055,牛山七境,Southern
V259,Meilin,梅林,Niushan qijing (Niushan sevenfold ritual alliance),A055,牛山七境,Southern
V260,Chenshantou,陈山头,Niushan qijing (Niushan sevenfold ritual alliance),A055,牛山七境,Southern
V261,Xiazhuang,下庄,Niushan qijing (Niushan sevenfold ritual alliance),A055,牛山七境,Southern
V262,Dapu,大埔,Niushan qijing (Niushan sevenfold ritual alliance),A055,牛山七境,Southern
V263,Yangmian,洋面,Yangmian qijing (Yangmian sevenfold ritual alliance),A056,洋面七境,Southern
V264,Dongguo,东郭,Yangmian qijing (Yangmian sevenfold ritual alliance),A056,洋面七境,Southern
V265,Haizao,亥灶,Yangmian qijing (Yangmian sevenfold ritual alliance),A056,洋面七境,Southern
V266,Bancuo,板厝,Yangmian qijing (Yangmian sevenfold ritual alliance),A056,洋面七境,Southern
V267,Houcuo,侯厝,Yangmian qijing (Yangmian sevenfold ritual alliance),A056,洋面七境,Southern
V268,Qiaotou,桥头,Yangmian qijing (Yangmian sevenfold ritual alliance),A056,洋面七境,Southern
V269,Xiaxi,下西,Yangmian qijing (Yangmian sevenfold ritual alliance),A056,洋面七境,Southern
V270,Lingui,林桂,Lingui qijing (Lingui sevenfold ritual alliance),A057,林桂七境,Southern
V271,Mazhukeng,马竹坑,Lingui qijing (Lingui sevenfold ritual alliance),A057,林桂七境,Southern
V272,Pengmu,彭墓,Lingui qijing (Lingui sevenfold ritual alliance),A057,林桂七境,Southern
V273,Chisong,赤松,Lingui qijing (Lingui sevenfold ritual alliance),A057,林桂七境,Southern
V274,Shanglin,上林,Lingui qijing (Lingui sevenfold ritual alliance),A057,林桂七境,Southern
V275,Xuke,徐柯,Lingui qijing (Lingui sevenfold ritual alliance),A057,林桂七境,Southern
V276,Xiayu,下余,Lingui qijing (Lingui sevenfold ritual alliance),A057,林桂七境,Southern
V277,Xintang,新塘,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V278,Gouwei,village,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V279,Qinwei,沁尾,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V280,Longtou,龙头,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V281,Xipu,西埔,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V282,Shangdaban,上大坂,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V283,Xiadaban,下大坂,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V284,Mokengli,磨坑里,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V285,Huangtoupu,黄头埔,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V286,Kengbei,坑北,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V287,Baita,白塔,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V288,Liucuo,刘厝,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V289,Yingbian,营边,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V290,Caicuo,菜厝,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V291,Qicuo,岐厝,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V292,Dongsong,东宋,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V293,Xiting,西亭,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V294,Lingcuo,凌厝,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V295,Xiagou,下沟,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V296,Goujinyang,沟津洋,Lingyun shangshibaxiang (Lingyun eighteen village ritual alliance),A058,凌云上十八乡,Southern
V297,Hengtang,横塘,Hengtang qijia (Hengtang seven jia ritual alliance),A059,横塘七甲,Southern
V298,Yushang,屿上),Yushang ershê (Yushan two shê ritual alliance),A060,屿上二社,Northern
V299,Huangtou,黄头,Huangtou ershê (Huangtou two shê ritual alliance),A061,黄头二社,Northern
V300,Caizhai,蔡宅),Caizhai ershê (Caizhai two shê ritual alliance),A062,蔡宅二社,Northern
V301,Xialin,下林,Xialin ershê (Xialin two shê ritual alliance),A063,下林二社,Northern
V302,Dongpo,东坡,Dongpo ershê (Dongpo two shê ritual alliance),A064,东坡二社,Northern
V303,Xiahuang,下黄,Xiahuang qijing (Xiahuang sevenfold ritual alliance),A065,下黄七境,Northern
V304,Xiadu,下度,Xiahuang qijing (Xiahuang sevenfold ritual alliance),A065,下黄七境,Northern
V305,Huangcuo,黄厝,Xiahuang qijing (Xiahuang sevenfold ritual alliance),A065,下黄七境,Northern
V306,Xiadaiwei,下埭尾,Xiahuang qijing (Xiahuang sevenfold ritual alliance),A065,下黄七境,Northern
V307,Shangdaiwei,上埭尾,Xiahuang qijing (Xiahuang sevenfold ritual alliance),A065,下黄七境,Northern
V308,Houdun,后墩,Xiahuang qijing (Xiahuang sevenfold ritual alliance),A065,下黄七境,Northern
V309,Shêcuo,社厝,Xiahuang qijing (Xiahuang sevenfold ritual alliance),A065,下黄七境,Northern
V310,Xiaocuo,肖厝,Xiahuang qijing (Xiahuang sevenfold ritual alliance),A065,下黄七境,Northern
V311,Bantou,坂头,Xiahuang qijing (Xiahuang sevenfold ritual alliance),A065,下黄七境,Northern
V312,Liuqiao,柳桥,Liuqiao sancun (Liuqiao three village ritual alliance),A066,柳桥三村,Northern
V313,Dingdun,顶墩,Liuqiao sancun (Liuqiao three village ritual alliance),A066,柳桥三村,Northern
V314,Wudun,梧墩,Liuqiao sancun (Liuqiao three village ritual alliance),A066,柳桥三村,Northern
V315,Goutou,沟头,Goutou erja (Goutou two territory ritual alliance),A067,沟头二甲,Northern
V316,Xiaotang,筱塘,Xiaotang ershê (Xiaotang two shê ritual alliance),A068,筱塘二社,Northern
V317,Nanmen,南门,Nanmen qijing (Nanmen sevenfold ritual alliance),A069,南门七境,Northern
V317d,Gouwei,沟尾,Nanmen qijing (Nanmen sevenfold ritual alliance),A069,南门七境,Northern
V318,Beimo,北磨,Beimo wushê (Beimen five shê ritual alliance),A070,北磨五社,Northern
V319,Daxi,大溪,Beimo wushê (Beimen five shê ritual alliance),A070,北磨五社,Northern
V320,Xiamo,下磨,Beimo wushê (Beimen five shê ritual alliance),A070,北磨五社,Northern
V321,Qianpu,前埔,Beimo wushê (Beimen five shê ritual alliance),A070,北磨五社,Northern
V322,Xiaxie,下斜,Beimo wushê (Beimen five shê ritual alliance),A070,北磨五社,Northern
V323,Anfu,安福),Anfu ershê (Anfu two shê ritual alliance),A071,安福二社,Northern
V324,Longqiaojie,龙桥街,Longqiao qijing (Longqiao sevenfold ritual alliance),A072,龙桥七境,Northern
V325,Dinglongqiao,顶龙桥,Longqiao qijing (Longqiao sevenfold ritual alliance),A072,龙桥七境,Northern
V326,Xiagongli,下宫里,Longqiao qijing (Longqiao sevenfold ritual alliance),A072,龙桥七境,Northern
V327,Tudihou,土地后,Longqiao qijing (Longqiao sevenfold ritual alliance),A072,龙桥七境,Northern
V328,Xishan,西山,Longqiao qijing (Longqiao sevenfold ritual alliance),A072,龙桥七境,Northern
V329,Shiding,石顶,Longqiao qijing (Longqiao sevenfold ritual alliance),A072,龙桥七境,Northern
V330,Laoyeshu,老叶树,Longqiao qijing (Longqiao sevenfold ritual alliance),A072,龙桥七境,Northern
V331,Yanshou,延寿,Gufeng qijing (Gufeng sevenfold ritual alliance),A073,古峰七境,Northern
V332,Ouxuwei,欧徐尾,Gufeng qijing (Gufeng sevenfold ritual alliance),A073,古峰七境,Northern
V333,Xiapo,下坡,Gufeng qijing (Gufeng sevenfold ritual alliance),A073,古峰七境,Northern
V334,Xitou,西头,Gufeng qijing (Gufeng sevenfold ritual alliance),A073,古峰七境,Northern
V335,Shanglin,上林,Gufeng qijing (Gufeng sevenfold ritual alliance),A073,古峰七境,Northern
V336,Gaojing,高井,Gufeng qijing (Gufeng sevenfold ritual alliance),A073,古峰七境,Northern
V337,Gegou,隔沟,Beimen qijing (Beimen sevenfold ritual alliance),A074,北门七境,Northern
V338,Chenmendou,辰门兜,Beimen qijing (Beimen sevenfold ritual alliance),A074,北门七境,Northern
V339,Gouxia,沟下,Beimen qijing (Beimen sevenfold ritual alliance),A074,北门七境,Northern
V340,Yimen,义门,Beimen qijing (Beimen sevenfold ritual alliance),A074,北门七境,Northern
V341,Xigeng,西庚,Beimen qijing (Beimen sevenfold ritual alliance),A074,北门七境,Northern
V342,Xiadai,下戴,Beimen qijing (Beimen sevenfold ritual alliance),A074,北门七境,Northern
V343,Tantouqiao,潭头桥,Beimen qijing (Beimen sevenfold ritual alliance),A074,北门七境,Northern
V344,Dongmendou,东门兜,Dongmen qijing (Dongmeng sevenfold ritual alliance),A075,东门七境,Northern
V345,Meihuating,梅花亭,Dongmen qijing (Dongmeng sevenfold ritual alliance),A075,东门七境,Northern
V346,Fengmei,丰美,Dongmen qijing (Dongmeng sevenfold ritual alliance),A075,东门七境,Northern
V347,Xishê,西社,Dongmen qijing (Dongmeng sevenfold ritual alliance),A075,东门七境,Northern
V348,Liantang,莲塘,Dongmen qijing (Dongmeng sevenfold ritual alliance),A075,东门七境,Northern
V349,Xiadun,下墩,Dongmen qijing (Dongmeng sevenfold ritual alliance),A075,东门七境,Northern
V350,Kuokou,阔口,Baihu qijing (Baihu sevenfold ritual alliance),A076,白湖七境,Northern
V351,Gushan,古山,Baihu qijing (Baihu sevenfold ritual alliance),A076,白湖七境,Northern
V352,Hougong,后龚,Lipu sishê (Lipu four shê ritual alliance),A077,荔浦四社,Northern
V353,Qianpu,前浦,Lipu sishê (Lipu four shê ritual alliance),A077,荔浦四社,Northern
V354,Sheqian,社前,Lipu sishê (Lipu four shê ritual alliance),A077,荔浦四社,Northern
V355,Jiaoxi,郊西,Lipu sishê (Lipu four shê ritual alliance),A077,荔浦四社,Northern
V356,Huangdun,黄墩,Xinjiao sishê (Xinjiao four shê ritual alliance),A078,莘郊四社,Northern
V357,Jiaodong,郊东,Xinjiao sishê (Xinjiao four shê ritual alliance),A078,莘郊四社,Northern
V358,Zhongshê,中社,Xinjiao sishê (Xinjiao four shê ritual alliance),A078,莘郊四社,Northern
V359,Heshê,何社,Xinjiao sishê (Xinjiao four shê ritual alliance),A078,莘郊四社,Northern
V360,Punan,浦南,Punan sicun (Punan four village ritual alliance),A079,浦南四村,Northern
V361,Dongzhou,东洲,Punan sicun (Punan four village ritual alliance),A079,浦南四村,Northern
V362,Dongjiao,东郊,Punan sicun (Punan four village ritual alliance),A079,浦南四村,Northern
V363,Doumentou,陡门头,Punan sicun (Punan four village ritual alliance),A079,浦南四村,Northern
V364,Caozhu,草渚,Caozhu erjia (Caozhu two jia ritual alliance),A080,草渚二甲,Northern
V365,Nanji,南箕,Nanji Sevenfold ritual alliance,A081,南箕七境,Northern
V366,Jiangbian,江边,Nanji Sevenfold ritual alliance,A081,南箕七境,Northern
V367,Zhudun,朱墩,Nanji Sevenfold ritual alliance,A081,南箕七境,Northern
V368,Qianbudun,前布墩,Nanji Sevenfold ritual alliance,A081,南箕七境,Northern
V369,Houbudun,后布墩,Nanji Sevenfold ritual alliance,A081,南箕七境,Northern
V370,Xizhu,西洙,Haopu qijing (Haopu sevenfold ritual alliance),A082,濠浦七境,Northern
V371,Dongyang,东阳,Haopu qijing (Haopu sevenfold ritual alliance),A082,濠浦七境,Northern
V372,Gouxi,沟西,Haopu qijing (Haopu sevenfold ritual alliance),A082,濠浦七境,Northern
V373,Dongdai,东埭,Haopu qijing (Haopu sevenfold ritual alliance),A082,濠浦七境,Northern
V374,Xuqiao,徐桥,Haopu qijing (Haopu sevenfold ritual alliance),A082,濠浦七境,Northern
V375,Xishi,西施,Haopu qijing (Haopu sevenfold ritual alliance),A082,濠浦七境,Northern
V376,Wutang,梧塘,Haopu qijing (Haopu sevenfold ritual alliance),A082,濠浦七境,Northern
V377,Goumei,沟美,Haopu qijing (Haopu sevenfold ritual alliance),A082,濠浦七境,Northern
V378,Changshan,畅山,Changshan sishê (Changshan four shê ritual alliance),A083,畅山四社,Northern
V379,Putou,浦头,Changshan sishê (Changshan four shê ritual alliance),A083,畅山四社,Northern
V380,Daba,大坝,Changshan sishê (Changshan four shê ritual alliance),A083,畅山四社,Northern
V381,Xitou,溪头,Changshan sishê (Changshan four shê ritual alliance),A083,畅山四社,Northern
V382,Jiaonan,郊南,Nanjiao qijing (Nanjiao sevenfold ritual alliance),A084,南郊七境,Northern
V383,Jiaobei,郊北,Nanjiao qijing (Nanjiao sevenfold ritual alliance),A084,南郊七境,Northern
V384,Xikou,溪口,Nanjiao qijing (Nanjiao sevenfold ritual alliance),A084,南郊七境,Northern
V385,Xiananjiao,下南郊,Nanjiao qijing (Nanjiao sevenfold ritual alliance),A084,南郊七境,Northern
V386,Xiyang,西洋,Nanjiao qijing (Nanjiao sevenfold ritual alliance),A084,南郊七境,Northern
V387,Weicuo,尾厝,Nanjiao qijing (Nanjiao sevenfold ritual alliance),A084,南郊七境,Northern
V388,Xiacuo,下厝,Nanjiao qijing (Nanjiao sevenfold ritual alliance),A084,南郊七境,Northern
V389,Xiangli,衖里,Nanjiao qijing (Nanjiao sevenfold ritual alliance),A084,南郊七境,Northern
V390,Gongdou,宫兜,Nanjiao qijing (Nanjiao sevenfold ritual alliance),A084,南郊七境,Northern
V391,Xiating,下亭,Jiaoxia qijing (Jiaoxia sevenfold ritual alliance),A085,郊下七境,Northern
V392,Siting,四亭,Jiaoxia qijing (Jiaoxia sevenfold ritual alliance),A085,郊下七境,Northern
V393,Jiaoxia,郊下,Jiaoxia qijing (Jiaoxia sevenfold ritual alliance),A085,郊下七境,Northern
V394,Xizhang,西漳,Jiaoxia qijing (Jiaoxia sevenfold ritual alliance),A085,郊下七境,Northern
V395,Xiting,西亭,Jiaoxia qijing (Jiaoxia sevenfold ritual alliance),A085,郊下七境,Northern
V396,Qiandun,前墩,Changfeng qijing (Changfeng sevenfold ritual alliance),A086,长丰七境,Northern
V397,Houdun,后墩,Changfeng qijing (Changfeng sevenfold ritual alliance),A086,长丰七境,Northern
V398,Chennnan,辰南,Changfeng qijing (Changfeng sevenfold ritual alliance),A086,长丰七境,Northern
V399,Jiaoxiali,郊下里,Changfeng qijing (Changfeng sevenfold ritual alliance),A086,长丰七境,Northern
V400,Chenqiao,陈桥,Chenqiao sicun (Chenqiao four village ritual alliance),A087,陈桥四村,Northern
V401,Houdun,后墩,Chenqiao sicun (Chenqiao four village ritual alliance),A087,陈桥四村,Northern
V402,Hanba,涵坝,Chenqiao sicun (Chenqiao four village ritual alliance),A087,陈桥四村,Northern
V403,Shanbu,山步,Chenqiao sicun (Chenqiao four village ritual alliance),A087,陈桥四村,Northern
V404,Wujiao,梧郊,Wujiao sancun (Wujiao three village ritual alliance),A088,梧郊三村,Northern
V405,Lantian,蓝田,Wujiao sancun (Wujiao three village ritual alliance),A088,梧郊三村,Northern
V406,Yakou,牙口,Wujiao sancun (Wujiao three village ritual alliance),A088,梧郊三村,Northern
V407,Shangyu,上俞,Shangyu qijing (Shangyu sevenfold ritual alliance),A089,上俞七境,Northern
V408,Houting,后亭,Shangyu qijing (Shangyu sevenfold ritual alliance),A089,上俞七境,Northern
V409,Daicheng,岱埕,Shangyu qijing (Shangyu sevenfold ritual alliance),A089,上俞七境,Northern
V410,Xihu,西湖,Xihu ercun (Xihu two village ritual alliance),A090,西湖二村,Northern
V411,Duxia,度下,Xihu ercun (Xihu two village ritual alliance),A090,西湖二村,Northern
V412,Jikui,集奎),Jilui sijia (Jikui four jia ritual alliance),A091,集奎四甲,Northern
V413,Hougong,后宫,Hougong erjia (Hougong two jia ritual alliance),A092,后宫二甲,Northern
V414,Houxue,后学,Hougong erjia (Hougong two jia ritual alliance),A092,后宫二甲,Northern
V415,Dongting,东亭),Dongting sijia (Dongting four jia ritual alliance),A093,东亭四甲,Northern
V416,Dongdun,东墩,Yangwei liucun (Yangwei six village ritual alliance),A094,洋尾六村,Northern
V417,Lijiao,李角,Yangwei liucun (Yangwei six village ritual alliance),A094,洋尾六村,Northern
V418,Xidun,西墩,Yangwei liucun (Yangwei six village ritual alliance),A094,洋尾六村,Northern
V419,Houtou,后头,Yangwei liucun (Yangwei six village ritual alliance),A094,洋尾六村,Northern
V420,Tangbian,塘边,Yangwei liucun (Yangwei six village ritual alliance),A094,洋尾六村,Northern
V421,Xilin,西林,Yangwei liucun (Yangwei six village ritual alliance),A094,洋尾六村,Northern
V422,Zhenqian,镇前,Zhenqian qijing (Zhenqian sevenfold ritual alliance),A095,镇前七境,Northern
V423,Zhenjiang,镇江,Zhenqian qijing (Zhenqian sevenfold ritual alliance),A095,镇前七境,Northern
V424,Xiaohu,孝户,Zhenqian qijing (Zhenqian sevenfold ritual alliance),A095,镇前七境,Northern
V425,Nancheng,南埕,Nancheng sishê (Nancheng four shê ritual alliance),A096,南埕四社,Northern
V426,Dingcuo,顶厝,Sihua sanshê (Sihua three shê ritual alliance),A097,泗华三社,Northern
V427,Xiazheng,下郑,Sihua sanshê (Sihua three shê ritual alliance),A097,泗华三社,Northern
V428,Kongli,孔里,Sihua sanshê (Sihua three shê ritual alliance),A097,泗华三社,Northern
V429,Yangxi,洋西,Yangxi sijia (Yangxi four jia ritual alliance),A098,洋西四甲,Northern
V430,Shandou,山兜,Yangxi sijia (Yangxi four jia ritual alliance),A098,洋西四甲,Northern
V431,Houdun,后墩,Houzhou qijing (Houzhou sevenfold ritual alliance),A099,后卓七境,Northern
V432,Xiating,下亭,Houzhou qijing (Houzhou sevenfold ritual alliance),A099,后卓七境,Northern
V433,Qiandun,前墩,Houzhou qijing (Houzhou sevenfold ritual alliance),A099,后卓七境,Northern
V434,Shangguo,上郭,Houzhou qijing (Houzhou sevenfold ritual alliance),A099,后卓七境,Northern
V435,Taofeng,桃峰,Houzhou qijing (Houzhou sevenfold ritual alliance),A099,后卓七境,Northern
V436,Baidu,白杜,Xibai shishê (Xibai ten shê ritual alliance),A100,溪白十社,Northern
V437,Tangbian,塘边,Xibai shishê (Xibai ten shê ritual alliance),A100,溪白十社,Northern
V438,Gelong,隔垄,Xibai shishê (Xibai ten shê ritual alliance),A100,溪白十社,Northern
V439,Luding,路顶,Xibai shishê (Xibai ten shê ritual alliance),A100,溪白十社,Northern
V440,Xiaxi,下溪,Xibai shishê (Xibai ten shê ritual alliance),A100,溪白十社,Northern
V441,Xiatou,下头,Xibai shishê (Xibai ten shê ritual alliance),A100,溪白十社,Northern
V442,Qixi,企溪,Xibai shishê (Xibai ten shê ritual alliance),A100,溪白十社,Northern
V443,Hantou,汉头,Xibai shishê (Xibai ten shê ritual alliance),A100,溪白十社,Northern
V444,Gushan,古山,Xibai shishê (Xibai ten shê ritual alliance),A100,溪白十社,Northern
V445,Dongban,东坂,Xibai shishê (Xibai ten shê ritual alliance),A100,溪白十社,Northern
V446,Donghu,洞湖,Donghu sanshê (Dongdu three shê ritual alliance),A101,洞湖三社,Northern
V447,Xiguo,西锅,Donghu sanshê (Dongdu three shê ritual alliance),A101,洞湖三社,Northern
V448,Duxi,度西,Donghu sanshê (Dongdu three shê ritual alliance),A101,洞湖三社,Northern
V449,Houpu,后埔,Fenglin qijing (Fenglin sevenfold ritual alliance),A102,枫林七境,Northern
V450,Shanghuang,上黄,Fenglin qijing (Fenglin sevenfold ritual alliance),A102,枫林七境,Northern
V451,Linfeng,林峰,Fenglin qijing (Fenglin sevenfold ritual alliance),A102,枫林七境,Northern
V452,Kengbian,坑边,Fenglin qijing (Fenglin sevenfold ritual alliance),A102,枫林七境,Northern
V453,Kengtou,坑头,Fenglin qijing (Fenglin sevenfold ritual alliance),A102,枫林七境,Northern
V454,Chenglin,澄林,Fenglin qijing (Fenglin sevenfold ritual alliance),A102,枫林七境,Northern
V456,Guantang,官塘,Fenglin qijing (Fenglin sevenfold ritual alliance),A102,枫林七境,Northern
V457,Xitianwei,西天尾,Fenglin qijing (Fenglin sevenfold ritual alliance),A102,枫林七境,Northern
V458,Miaoqian,庙前,Chengzhu liushê (Chengzhu six shê ritual alliance),A103,澄渚六社,Northern
V459,Yuli,俞里,Chengzhu liushê (Chengzhu six shê ritual alliance),A103,澄渚六社,Northern
V460,Xiazheng,霞郑,Chengzhu liushê (Chengzhu six shê ritual alliance),A103,澄渚六社,Northern
V461,Shuiliuli,水流利,Chengzhu liushê (Chengzhu six shê ritual alliance),A103,澄渚六社,Northern
V462,Banludian,半路店,Chengzhu liushê (Chengzhu six shê ritual alliance),A103,澄渚六社,Northern
V463,Donghuang,东黄,Chengzhu liushê (Chengzhu six shê ritual alliance),A103,澄渚六社,Northern
V464,Xi’an,溪安,Longshan qijing (Longshan sevenfold ritual alliance),A104,龙山七境,Northern
V465,Daqiaotou,大桥头,Longshan qijing (Longshan sevenfold ritual alliance),A104,龙山七境,Northern
V466,Houting,后亭,Longshan qijing (Longshan sevenfold ritual alliance),A104,龙山七境,Northern
V467,Xishan,西山,Longshan qijing (Longshan sevenfold ritual alliance),A104,龙山七境,Northern
V468,Wushi,乌石,Longshan qijing (Longshan sevenfold ritual alliance),A104,龙山七境,Northern
V469,Beishan,北山,Longshan qijing (Longshan sevenfold ritual alliance),A104,龙山七境,Northern
V470,Xincun,新村,Longshan qijing (Longshan sevenfold ritual alliance),A104,龙山七境,Northern
V471,Zhenxia,圳下,Longshan qijing (Longshan sevenfold ritual alliance),A104,龙山七境,Northern
V472,Chendun,陈墩,Beida qijing (Beida sevenfold ritual alliance),A105,北大七境,Northern
V473,Houlu,后炉,Beida qijing (Beida sevenfold ritual alliance),A105,北大七境,Northern
V474,Beijiao,北郊,Beida qijing (Beida sevenfold ritual alliance),A105,北大七境,Northern
V475,Jiaoxia,郊下,Beida qijing (Beida sevenfold ritual alliance),A105,北大七境,Northern
V476,Dagou,大沟,Beida qijing (Beida sevenfold ritual alliance),A105,北大七境,Northern
