UID,Name,Name_zh,Alliance,Alliance_UID,Alliance_zh,Irrigation_Region
V477,Xizheng,西郑,Beida qijing (Beida sevenfold ritual alliance),A105,北大七境,Northern
V478,Shanghuang,上黄,Shanghuang ershê (Shanghuang two shê ritual alliance),A106,上黄二社,Northern
V479,Zhuxiang,朱衖,Qibu qijing (Qibu sevenfold ritual alliance),A107,七步七境,Northern
V480,Zhengdun,郑墩,Qibu qijing (Qibu sevenfold ritual alliance),A107,七步七境,Northern
V481,Chaiqiaotou,柴桥头,Qibu qijing (Qibu sevenfold ritual alliance),A107,七步七境,Northern
V482,Shanglindun,上林墩,Qibu qijing (Qibu sevenfold ritual alliance),A107,七步七境,Northern
V483,Jiaodong,郊东,Qibu qijing (Qibu sevenfold ritual alliance),A107,七步七境,Northern
V484,Jiaoxi,郊西,Qibu qijing (Qibu sevenfold ritual alliance),A107,七步七境,Northern
V485,Paohudun,袍笏墩,Qibu qijing (Qibu sevenfold ritual alliance),A107,七步七境,Northern
V486,Wujiang,吴江),Wujiang sishê (Wujiang four shê alliance),A108,吴江四社,Northern
V487,Shanglin,上林,Daili qijing (Daili sevenfold ritual alliance),A109,埭里七境,Northern
V489,Xikou,溪口,Daili qijing (Daili sevenfold ritual alliance),A109,埭里七境,Northern
V490,Youqiaotou,游桥头,Daili qijing (Daili sevenfold ritual alliance),A109,埭里七境,Northern
V491,Caidai,dongzhi,Daili qijing (Daili sevenfold ritual alliance),A109,埭里七境,Northern
V492,Caidai,xizhi,Daili qijing (Daili sevenfold ritual alliance),A109,埭里七境,Northern
V493,Qianhuang,前黄,Daili qijing (Daili sevenfold ritual alliance),A109,埭里七境,Northern
V494,Xiacheng,下澄,Daili qijing (Daili sevenfold ritual alliance),A109,埭里七境,Northern
V495,Xiagao,下高,Daili qijing (Daili sevenfold ritual alliance),A109,埭里七境,Northern
V496,Shangguo,上郭,sancun (Shuangfu three village ritual alliance),A110,双福三村,Northern
V497,Qianting,前亭,sancun (Shuangfu three village ritual alliance),A110,双福三村,Northern
V498,Ketang,柯塘,sancun (Shuangfu three village ritual alliance),A110,双福三村,Northern
V499,Weitang,魏塘,Xianying shijing (Xianying ten territory ritual alliance),A111,显应十境,Northern
V500,Guozhuang,郭庄,Xianying shijing (Xianying ten territory ritual alliance),A111,显应十境,Northern
V501,Dongdun,东墩,Xianying shijing (Xianying ten territory ritual alliance),A111,显应十境,Northern
V502,Puqian,铺前,Xianying shijing (Xianying ten territory ritual alliance),A111,显应十境,Northern
V503,Xigang,西港,Xianying shijing (Xianying ten territory ritual alliance),A111,显应十境,Northern
V504,Zhuangcuo,庄厝,Xianying shijing (Xianying ten territory ritual alliance),A111,显应十境,Northern
V505,Yangchi,洋池,Xianying shijing (Xianying ten territory ritual alliance),A111,显应十境,Northern
V506,Xiayang,下洋,Xianying shijing (Xianying ten territory ritual alliance),A111,显应十境,Northern
V507,Houting,后亭,Xianying shijing (Xianying ten territory ritual alliance),A111,显应十境,Northern
V508,Xiayu,下宇,Xianying shijing (Xianying ten territory ritual alliance),A111,显应十境,Northern
V509,Beigang,北港,Anren qijing (Anren sevenfold ritual alliance),A112,安仁七境,Northern
V510,Zhoudun,周墩,Anren qijing (Anren sevenfold ritual alliance),A112,安仁七境,Northern
V511,Xiajiang,下江,Anren qijing (Anren sevenfold ritual alliance),A112,安仁七境,Northern
V512,Xiafang,下坊,Anren qijing (Anren sevenfold ritual alliance),A112,安仁七境,Northern
V513,Jiakou,加口,Anren qijing (Anren sevenfold ritual alliance),A112,安仁七境,Northern
V514,Tiancen,田岑,Anren qijing (Anren sevenfold ritual alliance),A112,安仁七境,Northern
V515,Lidun,利墩,Changfu qijing (Changfu sevenfold ritual alliance),A113,长福七境,Northern
V516,Houzheng,后郑,Changfu qijing (Changfu sevenfold ritual alliance),A113,长福七境,Northern
V517,Xingang,新港,Changfu qijing (Changfu sevenfold ritual alliance),A113,长福七境,Northern
V518,Daduxia,大度下,Changfu qijing (Changfu sevenfold ritual alliance),A113,长福七境,Northern
V519,Shangzheng,上郑,Changfu qijing (Changfu sevenfold ritual alliance),A113,长福七境,Northern
V520,Jiangwei,江尾,Changfu qijing (Changfu sevenfold ritual alliance),A113,长福七境,Northern
V521,Jiangbian,江边,Changfu qijing (Changfu sevenfold ritual alliance),A113,长福七境,Northern
V522,Meilou,美楼,Chongsheng sanshê (Chongsheng three shê ritual alliance),A114,崇圣三社,Northern
V523,Chongshê,崇社,Chongsheng sanshê (Chongsheng three shê ritual alliance),A114,崇圣三社,Northern
V524,Waiduxia,外度下,Chongsheng sanshê (Chongsheng three shê ritual alliance),A114,崇圣三社,Northern
V525,Songbaige,松柏戈,Chongsheng sanshê (Chongsheng three shê ritual alliance),A114,崇圣三社,Northern
V526,Ganyuan,柑园,Chongsheng sanshê (Chongsheng three shê ritual alliance),A114,崇圣三社,Northern
V527,Nanshan,南山,Lingci qijing (Linci sevenfold ritual alliance),A115,灵慈七境,Northern
V528,Hongdu,洪度,Lingci qijing (Linci sevenfold ritual alliance),A115,灵慈七境,Northern
V529,Jiaqiu,九坵,Lingci qijing (Linci sevenfold ritual alliance),A115,灵慈七境,Northern
V530,Xiacuo,下厝,Lingci qijing (Linci sevenfold ritual alliance),A115,灵慈七境,Northern
V531,Guocuo,郭厝,Lingci qijing (Linci sevenfold ritual alliance),A115,灵慈七境,Northern
V532,Shanghouting,上后亭,Lingci qijing (Linci sevenfold ritual alliance),A115,灵慈七境,Northern
V533,Beicheng,北埕,Lingci qijing (Linci sevenfold ritual alliance),A115,灵慈七境,Northern
V534,Dongzhang,东张,Lingci qijing (Linci sevenfold ritual alliance),A115,灵慈七境,Northern
V535,Tiancuo,田厝,Lingci qijing (Linci sevenfold ritual alliance),A115,灵慈七境,Northern
V536,Dengcuo,邓厝,Qinhou wujia (Qinhou five jia ritual alliance),A116,沁后五甲,Northern
V537,Niushan,牛山,Qinhou wujia (Qinhou five jia ritual alliance),A116,沁后五甲,Northern
V538,Qinwei,沁尾,Qinhou wujia (Qinhou five jia ritual alliance),A116,沁后五甲,Northern
V539,Xiatiancuo,下田厝,Qinhou wujia (Qinhou five jia ritual alliance),A116,沁后五甲,Northern
V540,Weiyang,渭阳,Weiyang sanjia (Weiyang three jia ritual alliance),A117,渭阳三甲,Northern
V541,Jingtou,井头,Sanshan sanshê (Sanshan three shê ritual alliance),A118,三山三社,Northern
V542,Xiake,下柯,Sanshan sanshê (Sanshan three shê ritual alliance),A118,三山三社,Northern
V543,Shanhou,山后,Sanshan sanshê (Sanshan three shê ritual alliance),A118,三山三社,Northern
V544,Xiyang,西洋,Wangyang sishê (Wangyang four shê ritual alliance),A119,碗洋四社,Northern
V545,Houyang,后洋,Wangyang sishê (Wangyang four shê ritual alliance),A119,碗洋四社,Northern
V546,Gelong,隔垄,Wangyang sishê (Wangyang four shê ritual alliance),A119,碗洋四社,Northern
V547,Tiancuo,田厝,Wangyang sishê (Wangyang four shê ritual alliance),A119,碗洋四社,Northern
V548,Houhuang,后黄),Houhuang ershê (Houhuang two shê ritual alliance),A120,后黄二社,Northern
V549,Loutou,漏头,Loutou sishê (Loutou four shê ritual alliance),A121,漏头四社,Northern
V550,Fangzhuang,方庄,Loutou sishê (Loutou four shê ritual alliance),A121,漏头四社,Northern
V551,Linwai,林外,Wutang qijing (Wutang sevenfold ritual alliance),A122,梧塘七境,Northern
V552,Meiling,梅岭,Wutang qijing (Wutang sevenfold ritual alliance),A122,梧塘七境,Northern
V553,Xizhuang,西庄,Wutang qijing (Wutang sevenfold ritual alliance),A122,梧塘七境,Northern
V554,Taibaizhuang,太白庄,Wutang qijing (Wutang sevenfold ritual alliance),A122,梧塘七境,Northern
V555,Fuxingshê,福兴社,Wutang qijing (Wutang sevenfold ritual alliance),A122,梧塘七境,Northern
V556,Dongpai,东牌,Wutang qijing (Wutang sevenfold ritual alliance),A122,梧塘七境,Northern
V557,Xialou,霞楼,Wutang qijing (Wutang sevenfold ritual alliance),A122,梧塘七境,Northern
V558,Wuzi,梧梓,Wuzi sanshê (Wuxin three shê ritual alliance),A123,梧梓三社,Northern
V559,Daopu,道埔,Songban shisanjia (Songban thirteen jia ritual alliance),A124,松阪十三甲,Northern
V560,Sizhou,泗洲,Songban shisanjia (Songban thirteen jia ritual alliance),A124,松阪十三甲,Northern
V561,Siying,泗营,Songban shisanjia (Songban thirteen jia ritual alliance),A124,松阪十三甲,Northern
V562,Xiaojia,肖甲,Songban shisanjia (Songban thirteen jia ritual alliance),A124,松阪十三甲,Northern
V563,Zhixiang,直巷,Songban shisanjia (Songban thirteen jia ritual alliance),A124,松阪十三甲,Northern
V565,Xiangtou,巷头,Songban shisanjia (Songban thirteen jia ritual alliance),A124,松阪十三甲,Northern
V566,Lingqian,岭前,Songban shisanjia (Songban thirteen jia ritual alliance),A124,松阪十三甲,Northern
V567,Pudun,埔墩,Songban shisanjia (Songban thirteen jia ritual alliance),A124,松阪十三甲,Northern
V568,Dingcuowei,顶厝尾,Songban shisanjia (Songban thirteen jia ritual alliance),A124,松阪十三甲,Northern
V569,Putou,埔头,Songban shisanjia (Songban thirteen jia ritual alliance),A124,松阪十三甲,Northern
V571,Lianhecun,联合村,Jiufeng qijia (Jiufeng seven jia ritual alliance),A125,九峰七甲,Northern
V572,Dinggou,顶沟,Jiufeng qijia (Jiufeng seven jia ritual alliance),A125,九峰七甲,Northern
V573,Shipaidou,石牌兜,Jiufeng qijia (Jiufeng seven jia ritual alliance),A125,九峰七甲,Northern
V575,Matou,码头,Lipu qijing (Lipu sevenfold ritual alliance),A126,励浦七境,Northern
V576,Dubin,都邠,Lipu qijing (Lipu sevenfold ritual alliance),A126,励浦七境,Northern
V577,Xiujiao,秀郊,Lipu qijing (Lipu sevenfold ritual alliance),A126,励浦七境,Northern
V578,Chengfeng,澄峰,Lipu qijing (Lipu sevenfold ritual alliance),A126,励浦七境,Northern
V579,Dongpo,东坡,Lipu qijing (Lipu sevenfold ritual alliance),A126,励浦七境,Northern
V580,Nankeng,南坑,Lipu qijing (Lipu sevenfold ritual alliance),A126,励浦七境,Northern
V581,Xiaxiao,霞宵,Huangan qijing (Huangan sevenfold ritual alliance),A127,黄安七境,Northern
V582,Huangxiang,黄巷,Huangan qijing (Huangan sevenfold ritual alliance),A127,黄安七境,Northern
V583,Xialin,下林,Huangan qijing (Huangan sevenfold ritual alliance),A127,黄安七境,Northern
V584,Cangkou,苍口,Huangan qijing (Huangan sevenfold ritual alliance),A127,黄安七境,Northern
V585,Xilin,西林,Huangan qijing (Huangan sevenfold ritual alliance),A127,黄安七境,Northern
V586,Xipo,西坡,Huangan qijing (Huangan sevenfold ritual alliance),A127,黄安七境,Northern
V587,Qindong,沁东,Anminqijing (Anmin sevenfold ritual alliance),A128,安民七境,Northern
V588,Qinxi,沁西,Anminqijing (Anmin sevenfold ritual alliance),A128,安民七境,Northern
V589,Dongxu,东徐,Anminqijing (Anmin sevenfold ritual alliance),A128,安民七境,Northern
V590,Nanpu,南埔,Anminqijing (Anmin sevenfold ritual alliance),A128,安民七境,Northern
V591,Dongzhu,东珠,Anminqijing (Anmin sevenfold ritual alliance),A128,安民七境,Northern
V591,Dongzhu,东珠,Anminqijing (Anmin sevenfold ritual alliance),A128,安民七境,Northern
V592,Houlin,后林,Anminqijing (Anmin sevenfold ritual alliance),A128,安民七境,Northern
V593,Xizhai,西宅,Anminqijing (Anmin sevenfold ritual alliance),A128,安民七境,Northern
V593,Xizhai,西宅,Anminqijing (Anmin sevenfold ritual alliance),A128,安民七境,Northern
V594,Xiashanglin,下上林,Anminqijing (Anmin sevenfold ritual alliance),A128,安民七境,Northern
V595,Dingshanglin,顶上林,Anminqijing (Anmin sevenfold ritual alliance),A128,安民七境,Northern
V596,Donglin,东林,Anminqijing (Anmin sevenfold ritual alliance),A128,安民七境,Northern
V597,Yupo,喻坡,Yupo ershê (Yupo two shê ritual alliance),A129,喻坡二社,Northern
V598,Tangxi,塘西,Tangxi sanjia (Tangxi three jia ritual alliance),A130,塘西三甲,Northern
V599,Zhuopo,卓坡),Zhuopo sanjia (Zhuopo three jia ritual alliance),A131,卓坡三甲,Northern
V600,Louxia,楼下,Hanjiang ershisi pu (Hanjiang twenty-four wards ritual alliance),A132,涵江二十四铺,Northern
V601,Baowei,保尾,Hanjiang ershisi pu (Hanjiang twenty-four wards ritual alliance),A132,涵江二十四铺,Northern
V602,Tangbei,塘北,Hanjiang ershisi pu (Hanjiang twenty-four wards ritual alliance),A132,涵江二十四铺,Northern
V603,Puwei,铺尾,Hanjiang ershisi pu (Hanjiang twenty-four wards ritual alliance),A132,涵江二十四铺,Northern
V604,Cangran,苍然,Hanjiang ershisi pu (Hanjiang twenty-four wards ritual alliance),A132,涵江二十四铺,Northern
V605,Yanning,延宁,Hanjiang ershisi pu (Hanjiang twenty-four wards ritual alliance),A132,涵江二十四铺,Northern
V606,Xiaxu,霞徐,Hanjiang ershisi pu (Hanjiang twenty-four wards ritual alliance),A132,涵江二十四铺,Northern
V607,Lindun,林墩,Hanjiang ershisi pu (Hanjiang twenty-four wards ritual alliance),A132,涵江二十四铺,Northern
V608,Gangtou,港头,Gangtou sancun (Gangtou three village ritual alliance),A133,港头三村,Northern
V609,Tianwei,田尾,Gangtou sancun (Gangtou three village ritual alliance),A133,港头三村,Northern
V610,Qianlin,前林,Gangtou sancun (Gangtou three village ritual alliance),A133,港头三村,Northern
V611,Zhanggongdun,张公墩,Tiancuo wucun (Tangcuo five village ritual alliance),A134,田厝五村,Northern
V612,Sudun,苏墩,Tiancuo wucun (Tangcuo five village ritual alliance),A134,田厝五村,Northern
V613,Weicuo,尾厝,Tiancuo wucun (Tangcuo five village ritual alliance),A134,田厝五村,Northern
V614,Ludun,卢墩,Tiancuo wucun (Tangcuo five village ritual alliance),A134,田厝五村,Northern
V615,Tianzhongyang,田中央,Tiancuo wucun (Tangcuo five village ritual alliance),A134,田厝五村,Northern
V616,Sangu,三股,Tangtou qijing (Tangtou sevenfold ritual alliance),A135,塘头七境,Northern
V617,Xinpo,新坡,Tangtou qijing (Tangtou sevenfold ritual alliance),A135,塘头七境,Northern
V618,Xiangli,巷利,Tangtou qijing (Tangtou sevenfold ritual alliance),A135,塘头七境,Northern
V619,Tanwei,潭尾,Tangtou qijing (Tangtou sevenfold ritual alliance),A135,塘头七境,Northern
V620,Huangcuo,黄厝,Tangtou qijing (Tangtou sevenfold ritual alliance),A135,塘头七境,Northern
V621,Houyang,后洋,Tangtou qijing (Tangtou sevenfold ritual alliance),A135,塘头七境,Northern
V622,Dongting,洞庭,Tangdong Sancun (Tangdong three village ritual alliance),A136,塘东三村,Northern
V623,Linbin,林柄,Tangdong Sancun (Tangdong three village ritual alliance),A136,塘东三村,Northern
V624,Puwei,埔尾,Tangdong Sancun (Tangdong three village ritual alliance),A136,塘东三村,Northern
V625,Sucuo,苏厝,Jindun sicun (Jindun four village ritual alliance),A137,金墩四村,Northern
V626,Zhongdun,中墩,Jindun sicun (Jindun four village ritual alliance),A137,金墩四村,Northern
V627,Jindun,金墩,Jindun sicun (Jindun four village ritual alliance),A137,金墩四村,Northern
V628,Yangzhong,洋中,Jindun sicun (Jindun four village ritual alliance),A137,金墩四村,Northern
V629,Tiezao,铁灶),Tiezao liujia (Tiezao six jia ritual alliance),A138,铁灶六甲,Northern
V630,Wencuo,温厝,Wencuo sanshê (Wencuo three shê ritual alliance),A139,温厝三社,Northern
V631,Huangdating,黄大庭,Wencuo sanshê (Wencuo three shê ritual alliance),A139,温厝三社,Northern
V632,Liuan,刘安,Wencuo sanshê (Wencuo three shê ritual alliance),A139,温厝三社,Northern
V633,Houguo,后郭,Houguo sishê (Houguo four shê ritual alliance),A140,后郭四社,Northern
V634,Tiantou,田头,Houguo sishê (Houguo four shê ritual alliance),A140,后郭四社,Northern
V635,Houdong,后董,Houguo sishê (Houguo four shê ritual alliance),A140,后郭四社,Northern
V636,Houhuang,后黄,Aoshan qijing (Aoshan sevenfold ritual alliance),A141,鳌山七境,Northern
V637,Aoli,澳里,Aoshan qijing (Aoshan sevenfold ritual alliance),A141,鳌山七境,Northern
V638,Xiashê,下社,Aoshan qijing (Aoshan sevenfold ritual alliance),A141,鳌山七境,Northern
V639,Xiake,下柯,Aoshan qijing (Aoshan sevenfold ritual alliance),A141,鳌山七境,Northern
V640,Dingke,顶柯,Aoshan qijing (Aoshan sevenfold ritual alliance),A141,鳌山七境,Northern
V641,Qitou,歧头,Aoshan qijing (Aoshan sevenfold ritual alliance),A141,鳌山七境,Northern
V642,Dongcheng,东埕,Jingshan sancun (Jingshan three village ritual alliance),A142,鲸山三村,Northern
V643,Shishan,石山,Jingshan sancun (Jingshan three village ritual alliance),A142,鲸山三村,Northern
V644,Xinpotou,新坡头,Jingshan sancun (Jingshan three village ritual alliance),A142,鲸山三村,Northern
V645,Shangmei,上梅,liushê (Yangfang six shê ritual alliance),A143,杨芳六社,Northern
V646,Houzeng,后曾,liushê (Yangfang six shê ritual alliance),A143,杨芳六社,Northern
V647,Dongzeng,东曾,liushê (Yangfang six shê ritual alliance),A143,杨芳六社,Northern
V648,Xilin,西林,liushê (Yangfang six shê ritual alliance),A143,杨芳六社,Northern
V649,Dongfang,东坊,liushê (Yangfang six shê ritual alliance),A143,杨芳六社,Northern
V650,Lingdou,岭兜,liushê (Yangfang six shê ritual alliance),A143,杨芳六社,Northern
V651,Duoqian,哆前,Duotou shiwu shê (Duotou fifteen shê ritual alliance),A144,哆头十五社,Northern
V652,Duozhong,哆中,Duotou shiwu shê (Duotou fifteen shê ritual alliance),A144,哆头十五社,Northern
V653,Duohou,哆后,Duotou shiwu shê (Duotou fifteen shê ritual alliance),A144,哆头十五社,Northern
V654,Fengxiu,凤秀,Gaomei wucun (Gaomei five village ritual alliance),A145,高美五村,Northern
V655,Bancheng,半埕,Gaomei wucun (Gaomei five village ritual alliance),A145,高美五村,Northern
V656,Shangfang,上方,Gaomei wucun (Gaomei five village ritual alliance),A145,高美五村,Northern
V657,Shanggang,上港,Gaomei wucun (Gaomei five village ritual alliance),A145,高美五村,Northern
V658,Meiwei,美尾,Gaomei wucun (Gaomei five village ritual alliance),A145,高美五村,Northern
V659,Xinpu,新浦),Xinpu sishê (Xinpu four shê ritual alliance),A146,新埔四社,Northern
V660,Xiaoyi,孝义,Jiangkou qijing (Jiangkou sevenfold ritual,A147,alliance),Jiuliyang
V661,Xiahoudu,下后度,Jiangkou qijing (Jiangkou sevenfold ritual,A147,alliance),Jiuliyang
V662,Liujing,刘井,Jiangkou qijing (Jiangkou sevenfold ritual,A147,alliance),Jiuliyang
V663,Qianhui,前会,Jiangkou qijing (Jiangkou sevenfold ritual,A147,alliance),Jiuliyang
V664,Duweitou,度围头,Jiangkou qijing (Jiangkou sevenfold ritual,A147,alliance),Jiuliyang
V665,Gangxia,港下,Jiangkou qijing (Jiangkou sevenfold ritual,A147,alliance),Jiuliyang
V666,Houdun,后墩,Jiangkou qijing (Jiangkou sevenfold ritual,A147,alliance),Jiuliyang
V667,Xinjing,新井,Jiangkou qijing (Jiangkou sevenfold ritual,A147,alliance),Jiuliyang
V668,Qianwang,前王,Fushan qijing (Fushan sevenfold ritual alliance),A148,凫山七境,Jiuliyang
V669,Shihui,石灰,Fushan qijing (Fushan sevenfold ritual alliance),A148,凫山七境,Jiuliyang
V670,Shantou,山头,Fushan qijing (Fushan sevenfold ritual alliance),A148,凫山七境,Jiuliyang
V671,Youlan,油岚,Fushan qijing (Fushan sevenfold ritual alliance),A148,凫山七境,Jiuliyang
V672,Shishi,石狮,Fushan qijing (Fushan sevenfold ritual alliance),A148,凫山七境,Jiuliyang
V673,Goushang,沟上,Goushang qijing (Goushang sevenfold ritual alliance),A149,沟上七境,Jiuliyang
V674,Zheche,蔗车,Goushang qijing (Goushang sevenfold ritual alliance),A149,沟上七境,Jiuliyang
V675,Licuo,李厝,Goushang qijing (Goushang sevenfold ritual alliance),A149,沟上七境,Jiuliyang
V676,Xindian,新店,Goushang qijing (Goushang sevenfold ritual alliance),A149,沟上七境,Jiuliyang
V677,Xindun,新墩,Goushang qijing (Goushang sevenfold ritual alliance),A149,沟上七境,Jiuliyang
V678,Houchengpu,后埕埔,Goushang qijing (Goushang sevenfold ritual alliance),A149,沟上七境,Jiuliyang
V679,Qianmian,前面,Goushang qijing (Goushang sevenfold ritual alliance),A149,沟上七境,Jiuliyang
V680,Ding,dun,Goushang qijing (Goushang sevenfold ritual alliance),A149,沟上七境,Jiuliyang
V681,Xiadun,下墩,Goushang qijing (Goushang sevenfold ritual alliance),A149,沟上七境,Jiuliyang
V682,Wudun,吴墩,Goushang qijing (Goushang sevenfold ritual alliance),A149,沟上七境,Jiuliyang
V683,Youdun,游墩,Goushang qijing (Goushang sevenfold ritual alliance),A149,沟上七境,Jiuliyang
V684,Shanglin,上林,Shangfang qijing (Shangfang sevenfold ritual alliance),A150,上方七境,Jiuliyang
V685,Dongshi,东施,Shangfang qijing (Shangfang sevenfold ritual alliance),A150,上方七境,Jiuliyang
V686,Pucheng,埔埕,Shangfang qijing (Shangfang sevenfold ritual alliance),A150,上方七境,Jiuliyang
V687,Xiliu,西刘,Shangfang qijing (Shangfang sevenfold ritual alliance),A150,上方七境,Jiuliyang
V688,Dongcai,东蔡,Shangfang qijing (Shangfang sevenfold ritual alliance),A150,上方七境,Jiuliyang
V689,Jiexia,界下,Shangfang qijing (Shangfang sevenfold ritual alliance),A150,上方七境,Jiuliyang
V690,Houting,后亭,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V691,Wudunyang,吴墩洋,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V692,Dingjiucuo,顶旧厝,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V693,Qigancuo,旗杆厝,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V694,Xiaojiaowei,小郊尾,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V695,Tiezao,铁灶,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V696,Tianzhongyang,田中央,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V697,Sanzhangcuo,三张厝,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V698,Zhaili,寨里,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V699,Zhongyangcuo,中央厝,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V700,Qiaotouwai,桥头外,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V701,Yuanyangcuo,鸳鸯厝,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V702,Dingxipo,顶西坡,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V703,Xiaxipo,下西坡,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V704,Bangui,半圭,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V705,Houcheng,后埕,Shiting sijia (Shiting four jia ritual alliance),A151,石庭四甲,Jiuliyang
V706,Xiaxiao,下肖,Fengmei qijing (Fengmei sevenfold ritual alliance),A152,丰美七境,Jiuliyang
V707,Xiabangwei,下邦尾,Fengmei qijing (Fengmei sevenfold ritual alliance),A152,丰美七境,Jiuliyang
V708,Dingbangwei,顶邦尾,Fengmei qijing (Fengmei sevenfold ritual alliance),A152,丰美七境,Jiuliyang
V709,Jingtou,井头,Fengmei qijing (Fengmei sevenfold ritual alliance),A152,丰美七境,Jiuliyang
V710,Dongtian,东田,Fengmei qijing (Fengmei sevenfold ritual alliance),A152,丰美七境,Jiuliyang
V711,Zhongzhai,中宅,Fengmei qijing (Fengmei sevenfold ritual alliance),A152,丰美七境,Jiuliyang
V712,Houfang,后坊,Banliang shisanxiang (Banliang thirteen village ritual alliance),A153,阪梁十三乡,Jiuliyang
V713,Houdong,后董,Banliang shisanxiang (Banliang thirteen village ritual alliance),A153,阪梁十三乡,Jiuliyang
V714,Shangcai,上蔡,Banliang shisanxiang (Banliang thirteen village ritual alliance),A153,阪梁十三乡,Jiuliyang
V715,Banxi,坂溪,Banliang shisanxiang (Banliang thirteen village ritual alliance),A153,阪梁十三乡,Jiuliyang
V716,Liangcuo,梁厝,Banliang shisanxiang (Banliang thirteen village ritual alliance),A153,阪梁十三乡,Jiuliyang
V717,Linban,林坂,Banliang shisanxiang (Banliang thirteen village ritual alliance),A153,阪梁十三乡,Jiuliyang
V718,Shandou,山兜,Banliang shisanxiang (Banliang thirteen village ritual alliance),A153,阪梁十三乡,Jiuliyang
V719,Ketang,可塘,Banliang shisanxiang (Banliang thirteen village ritual alliance),A153,阪梁十三乡,Jiuliyang
V720,Shangliuzhuang,上刘庄,Banliang shisanxiang (Banliang thirteen village ritual alliance),A153,阪梁十三乡,Jiuliyang
V721,Xialiuzhuang,下刘庄,Banliang shisanxiang (Banliang thirteen village ritual alliance),A153,阪梁十三乡,Jiuliyang
V722,Xihu,西湖,Banliang shisanxiang (Banliang thirteen village ritual alliance),A153,阪梁十三乡,Jiuliyang
V723,Qinkeng,芹坑,Banliang shisanxiang (Banliang thirteen village ritual alliance),A153,阪梁十三乡,Jiuliyang
V724,Tangbian,塘边,Banliang shisanxiang (Banliang thirteen village ritual alliance),A153,阪梁十三乡,Jiuliyang
